,State,Date,Text
260,Tennessee,16-Feb-23,"Posted by Half-Staff Alerts Staff on Feb 16, 2023February 16-20, 2023 - Half Staff Alert - TennesseeBy order of the Governor, flags over the State Capitol and
State office buildings shall be lowered to half-staff, effective immediately
until sunset on Monday, February 20, 2023, to mark two solemn
                    …Continue Reading"
261,Kansas,16-Feb-23,"Posted by Half-Staff Alerts Staff on Feb 16, 2023February 16-17, 2023 - Half Staff Alert - KansasIn
honor of the 10,000 Kansans lost due to COVID-19 and the families they left
behind, Governor Laura Kelly today directed flags be lowered to half-staff
throughout the state effective immediately
                    …Continue Reading"
262,Oregon,14-Feb-23,"Posted by Half-Staff Alerts Staff on Feb 14, 2023February 14-15, 2023 - Half Staff Alert - OregonGovernor
Tina Kotek today ordered all flags at Oregon public institutions to be flown at
half-staff until sunset February 15 to honor Gresham Firefighter Brandon
Norbury, who died after suffering c
                    …Continue Reading"
263,Pennsylvania,14-Feb-23,"Posted by Half-Staff Alerts Staff on Feb 14, 2023February 7-14, 2023 - Half-Staff Alert - PennsylvaniaToday, in accordance with the United States flag code, Governor Josh Shapiro ordered United States and commonwealth flags on all commonwealth facilities, public buildings, and grounds across the Commo
                    …Continue Reading"
264,Florida,14-Feb-23,"Posted by Half-Staff Alerts Staff on Feb 14, 2023February 14, 2023 - Half Staff Alert - FloridaOn February 14, 2018, the 17 innocent lives of Alyssa Alhadeff, Scott Beigel, Martin Duque Anguiano, Nicholas Dworet, Aaron Feis, Jaime Guttenberg, Chris Hixon, Luke Hoyer, Cara Loughran, Gina Montalt
                    …Continue Reading"
265,Virginia,10-Feb-23,"Posted by Half-Staff Alerts Staff on Feb 10, 2023February 11, 2023 - Half Staff Alert - West VirginiaIn commemoration of the distinguished life and service of West Virginia Delegate Jack Roop, Gov. Jim Justice has issued a proclamation, ordering that all United States and West Virginia State flags on
                    …Continue Reading"
266,Wisconsin,9-Feb-23,"Posted by Half-Staff Alerts Staff on Feb 09, 2023February 13, 2023 - Half-Staff Alert - WisconsinGovernor Evers ordered U.S. & Wisconsin flags to half-staff February 13, 2023 to honor Milwaukee Police Department officer Peter Jerving.
                    …Continue Reading"
267,Massachusetts,8-Feb-23,"Posted by Half-Staff Alerts Staff on Feb 08, 2023February 9, 2023 - Half Staff Alert - MassachusettsPlease be advised that Massachusetts Governor Maura T. Healey has ordered
that the United States of America flag and the Commonwealth of Massachusetts
flag be lowered to half-staff from
sunrise unt
                    …Continue Reading"
268,Pennsylvania,4-Feb-23,"Posted by Half-Staff Alerts Staff on Feb 04, 2023February 1-4, 2023 - Half-Staff Alert - PennsylvaniaToday, in accordance with the United States flag code, Governor Josh Shapiro ordered United States and commonwealth flags on all commonwealth facilities, public buildings, and grounds in Erie and Merc
                    …Continue Reading"
269,Minnesota,2-Feb-23,"Posted by Half-Staff Alerts Staff on Feb 02, 2023February 3, 2023 - Half-Staff Alert - MinnesotaGovernor Tim Walz has directed flags at all state buildings in Minnesota to be flown at half-staff from sunrise until sunset on Friday, February 3, 2023, in recognition of Four Chaplains Day. This yea
                    …Continue Reading"
270,California,2-Feb-23,"Posted by Half-Staff Alerts Staff on Feb 02, 2023February 1, 2023 - Half Staff Alert - CaliforniaGovernor Gavin Newsom today issued the following statement regarding the death of Selma Police Officer Gonzalo Carrasco Jr.: 
“Jennifer and I join all the family, friends and colleagues mourning
                    …Continue Reading"
271,Massachusetts,31-Jan-23,"Posted by Half-Staff Alerts Staff on Jan 31, 2023January 31, 2023 - Half Staff Alert - MassachusettsPlease be advised that Massachusetts Governor Maura T. Healey has ordered
that the United States of America Flag and the Commonwealth of Massachusetts
flag be lowered to half-staff at all state buil
                    …Continue Reading"
272,Virginia,30-Jan-23,"Posted by Half-Staff Alerts Staff on Jan 30, 2023January 31, 2023 - Half-Staff-Alert - VirginiaGovernor Youngkin ordered U.S. & Virginia flags to half-staff January 31, 2023 to honor former
Virginia Delegate Jimmie Massie III.
                    …Continue Reading"
273,Massachusetts,28-Jan-23,"Posted by Half-Staff Alerts Staff on Jan 28, 2023January 28, 2023 - Half Staff Alert - MassachusettsPlease be advised that the date of interment for former Senate President
Thomas F. Birmingham has been set for Saturday, January 28, 2023.  As such
Massachusetts Governor Maura T. Healey has ordered
                    …Continue Reading"
274,Florida,27-Jan-23,"Posted by Half-Staff Alerts Staff on Jan 27, 2023January 28, 2023 - Half Staff Alert - FloridaColonel Joseph W. Kittinger, Jr. passed away on December 9, 2022, at the age of 94. Born and raised in the State of Florida, Colonel Kittinger was a proud Floridian who accomplished many aviation achi
                    …Continue Reading"
275,California,22-Jan-23,"Posted by Half-Staff Alerts Staff on Jan 22, 2023January 22-26, 2023 - Half-Staff Alert - Entire United StatesAs a mark of respect for the victims of the senseless acts of violence perpetrated on January 21, 2023, in Monterey Park, California, by the authority vested in me as President of the United States by
                    …Continue Reading"
276,Massachusetts,20-Jan-23,"Posted by Half-Staff Alerts Staff on Jan 20, 2023January 20, 2023 - Half Staff Alert - MassachusettsPlease be advised that Massachusetts Governor Maura T. Healey has ordered
that the United States of America Flag and the Commonwealth of Massachusetts
flag be lowered to half-staff at all state buil
                    …Continue Reading"
277,Washington,20-Jan-23,"Posted by Half-Staff Alerts Staff on Jan 20, 2023January 21, 2023 - Half Staff Alert - WashingtonGovernor
Inslee is deeply saddened by the death of Clallam County Fire District 3
Captain Charles “Chad” Cate, 46, and directs that Washington State and United States flags at
all state agency faci
                    …Continue Reading"
278,Hawaii,20-Jan-23,"Posted by Half-Staff Alerts Staff on Jan 20, 2023January 20-21, 2023 - Half Staff Alert - HawaiiGovernor Josh Green, M.D. has ordered that the United States flag and the Hawaiʻi state flag be flown at half-staff at the Hawaiʻi State Capitol and at all state offices and agencies as well as the Ha
                    …Continue Reading"
279,Texas,20-Jan-23,"Posted by Half-Staff Alerts Staff on Jan 20, 2023January 20, 2023 through interment (unknown) - Half Staff Alert - TexasDear Mayor Leeser:In response to your request, and pursuant to Chapter 3100 of the Texas Government Code, flags of theState of Texas at all buildings, facilities, and offices in the City of El Paso ma
                    …Continue Reading"
280,California,19-Jan-23,"Posted by Half-Staff Alerts Staff on Jan 19, 2023January 18, 2023 - Half Staff Alert - CaliforniaGovernor Gavin Newsom today issued the following statement regarding the death of Los Angeles County Sheriff’s Detective Steven Lim:“Jennifer and I are deeply saddened by the passing of Detective Lim,
                    …Continue Reading"
281,Wyoming,15-Jan-23,"Posted by Half-Staff Alerts Staff on Jan 15, 2023January 15, 2023 - Half-Staff Alert - WyomingGovernor Mark Gordon has ordered both the U.S. and State of
Wyoming flag be flown at half-staff statewide on Sunday, January 15 in
honor and memory of Tyeler Harris, an Emergency Medical Technician
                    …Continue Reading"
282,California,14-Jan-23,"Posted by Half-Staff Alerts Staff on Jan 14, 2023January 14, 2023 - Half Staff Alert - CaliforniaGovernor Gavin Newsom today issued the following statement regarding the death of Riverside County Sheriff’s Deputy Darnell Calhoun:“Jennifer and I are heartbroken by the loss of Deputy Calhoun, a ded
                    …Continue Reading"
283,Pennsylvania,14-Jan-23,"Posted by Half-Staff Alerts Staff on Jan 14, 2023January 10-14, 2023 - Half-Staff Alert - PennsylvaniaIn honor of former Pennsylvania State Representative Eugene Geesey, who died on January 5, 2023, Governor Tom Wolf ordered the commonwealth flag on all commonwealth facilities, public buildings and gr
                    …Continue Reading"
284,Kansas,13-Jan-23,"Posted by Half-Staff Alerts Staff on Jan 13, 2023January 13, 2023 - Half Staff Alert - KansasGovernor Laura Kelly Directs Flags be Flown at Half-Staff to Honor Wichita Firefighter Captain Larry D. Feuerborn.In accordance with Executive Order #20-30, Governor Laura Kelly has ordered flags thro
                    …Continue Reading"
285,Pennsylvania,11-Jan-23,"Posted by Half-Staff Alerts Staff on Jan 11, 2023January 3-11, 2023 - Half-Staff Alert - PennsylvaniaGovernor Tom Wolf ordered the commonwealth flag on all commonwealth facilities, public buildings and grounds fly at half-staff to honor Brackenridge Police Chief Justin McIntire, who was shot in the l
                    …Continue Reading"
286,Wyoming,10-Jan-23,"Posted by Half-Staff Alerts Staff on Jan 10, 2023January 11, 2023 - Half-Staff Alert - WyomingGovernor
Mark Gordon has ordered the Wyoming State Flag be flown at half staff at the
Capitol in Cheyenne and in Fremont County from sunrise to sunset on Wednesday,
January 11, 2023 in honor and me
                    …Continue Reading"
287,Wyoming,10-Jan-23,"Posted by Half-Staff Alerts Staff on Jan 10, 2023January 4-10, 2023 - Half-Staff Alert - WyomingGovernor
Mark Gordon has ordered both the U.S. and State of Wyoming flags to fly at
half-staff statewide today, January 4 until sundown on Tuesday,
January 10 in honor and memory of Wyoming Supreme
                    …Continue Reading"
288,Illinois,10-Jan-23,"Posted by Half-Staff Alerts Staff on Jan 10, 2023January 9-10, 2023 - Half Staff Alert - IllinoisThe Department of
Central Management Services has received notice fromGovernor JB Pritzker
that all person or entities covered by the Illinois Flag Display Actare to fly the flags
at half-staff in
                    …Continue Reading"
289,Kansas,10-Jan-23,"Posted by Half-Staff Alerts Staff on Jan 10, 2023January 5-10, 2023 - Half Staff Alert - KansasLast
week, in accordance with Executive Order #20-30, Governor Laura Kelly ordered
flags throughout the State of Kansas to be flown at half-staff on all state
buildings, grounds, and facilities imm
                    …Continue Reading"
290,Connecticut,5-Jan-23,"Posted by Half-Staff Alerts Staff on Jan 05, 2023January 5, 2023 through interment (unknown) - Half-Staff Alert - ConnecticutGovernor Ned Lamont today announced that he is directing the flag of the State of Connecticut to be lowered to half-staff in honor of State Representative Quentin “Q” Williams (D-Middletown), who was
                    …Continue Reading"
291,Connecticut,3-Jan-23,"Posted by Half-Staff Alerts Staff on Jan 03, 2023December 26, 2022 - January 3, 2023 - Half-Staff Alert - ConnecticutGovernor Ned Lamont today announced that he is directing U.S. and state flags in Connecticut lowered to half-staff in honor of North Haven Firefighter Matthias Wirtz, who died in the line of duty this
                    …Continue Reading"
292,Illinois,29-Dec-22,"Posted by Half-Staff Alerts Staff on Dec 29, 2022January 3, 2023 - Half Staff Alert - IllinoisThe Department of Central Management Services has received
notice fromGovernor JB Pritzker that all person or entities covered by
the Illinois Flag Display Act are to fly the flags at half-staff in
                    …Continue Reading"
293,Florida,29-Dec-22,"Posted by Half-Staff Alerts Staff on Dec 29, 2022December 31 , 2022 - Half Staff Alert - FloridaOn Saturday, December 24, 2022, Corporal Ray Hamilton passed away from critical injuries sustained in the line of duty when responding to a domestic violence incident.  He served the community as a De
                    …Continue Reading"
294,California,29-Dec-22,"Posted by Half-Staff Alerts Staff on Dec 29, 2022December 29, 2022 - Half Staff Alert - CaliforniaGovernor Gavin Newsom today issued the following statement regarding the death of Riverside County Sheriff’s Motor Deputy Isaiah Albert Cordero:“Jennifer and I extend our deepest sympathies to Deputy
                    …Continue Reading"
